Photon    Coherent Incoher. Photoel. Nuclear  Electron Tot. w/  Tot. wo/ 
Energy    Scatter. Scatter. Absorb.  Pr. Prd. Pr. Prd. Coherent Coherent 
 4.000E-01 4.200E-05 1.080E-01 1.100E-06 0.000E+00 0.000E+00 1.200E-06 1.100E-06 
 5.000E-01 2.700E-05 1.030E-01 6.500E-07 0.000E+00 0.000E+00 7.200E-07 6.500E-07 
 6.000E-01 1.900E-05 9.800E-02 4.200E-07 0.000E+00 0.000E+00 4.600E-07 4.200E-07 
 8.000E-01 1.050E-05 8.800E-02 2.300E-07 0.000E+00 0.000E+00 2.500E-07 2.300E-07 
 1.000E+00 6.700E-06 8.000E-02 1.400E-07 3.134E-05 0.000E+00 3.134E-05 1.400E-07 
 1.022E+00 6.400E-06 7.900E-02 1.320E-07 3.500E-05 0.000E+00 3.500E-05 1.320E-07 
 1.250E+00 4.200E-06 7.100E-02 8.500E-08 1.200E-04 0.000E+00 1.200E-04 8.500E-08 
 1.500E+00 2.900E-06 6.400E-02 5.800E-08 6.500E-04 0.000E+00 6.500E-04 5.800E-08 
 2.000E+00 1.650E-06 5.500E-02 3.600E-08 2.600E-03 0.000E+00 2.600E-03 3.600E-08 
 2.044E+00 1.550E-06 5.400E-02 3.450E-08 2.900E-03 0.000E+00 2.900E-03 3.450E-08 
 3.000E+00 7.500E-07 4.300E-02 1.900E-08 8.200E-03 1.171E-05 8.200E-03 1.900E-08 
 4.000E+00 4.200E-07 3.600E-02 1.200E-08 1.400E-02 4.781E-05 1.400E-02 1.200E-08 
 5.000E+00 2.700E-07 3.100E-02 8.500E-09 1.920E-02 9.524E-05 1.920E-02 8.500E-09 
 6.000E+00 1.900E-07 2.750E-02 6.300E-09 2.420E-02 1.463E-04 2.420E-02 6.300E-09 
 7.000E+00 1.400E-07 2.450E-02 5.000E-09 2.900E-02 1.972E-04 2.900E-02 5.000E-09 
 8.000E+00 1.050E-07 2.200E-02 4.000E-09 3.350E-02 2.466E-04 3.350E-02 4.000E-09 
 9.000E+00 8.300E-08 2.000E-02 3.300E-09 3.780E-02 2.942E-04 3.780E-02 3.300E-09 
 1.000E+01 6.700E-08 1.850E-02 2.800E-09 4.190E-02 3.393E-04 4.190E-02 2.800E-09 
 1.500E+01 3.000E-08 1.380E-02 1.300E-09 5.850E-02 5.319E-04 5.850E-02 1.300E-09 
 2.000E+01 1.700E-08 1.120E-02 7.500E-10 7.200E-02 6.823E-04 7.200E-02 7.500E-10 
 3.000E+01 7.500E-09 8.700E-03 4.000E-10 9.200E-02 9.053E-04 9.200E-02 4.000E-10 
 4.000E+01 4.200E-09 7.100E-03 2.500E-10 1.050E-01 1.066E-03 1.050E-01 2.500E-10 
 5.000E+01 2.700E-09 5.900E-03 1.700E-10 1.150E-01 1.191E-03 1.150E-01 1.700E-10 
 6.000E+01 1.900E-09 5.000E-03 1.200E-10 1.230E-01 1.292E-03 1.230E-01 1.200E-10 
 8.000E+01 1.050E-09 3.900E-03 7.500E-11 1.360E-01 1.446E-03 1.360E-01 7.500E-11 
 1.000E+02 6.700E-10 3.200E-03 5.000E-11 1.450E-01 1.561E-03 1.450E-01 5.000E-11 
 1.500E+02 3.000E-10 2.300E-03 2.800E-11 1.580E-01 1.755E-03 1.580E-01 2.800E-11 
 2.000E+02 1.700E-10 1.800E-03 1.800E-11 1.650E-01 1.881E-03 1.650E-01 1.800E-11 
 3.000E+02 7.500E-11 1.250E-03 1.000E-11 1.740E-01 2.039E-03 1.740E-01 1.000E-11 
 4.000E+02 4.200E-11 9.600E-04 7.000E-12 1.800E-01 2.136E-03 1.800E-01 7.000E-12 
 5.000E+02 2.700E-11 7.800E-04 5.000E-12 1.840E-01 2.205E-03 1.840E-01 5.000E-12 
 6.000E+02 1.900E-11 6.600E-04 3.800E-12 1.870E-01 2.256E-03 1.870E-01 3.800E-12 
 8.000E+02 1.050E-11 5.100E-04 2.500E-12 1.910E-01 2.328E-03 1.910E-01 2.500E-12 
 1.000E+03 6.700E-12 4.200E-04 1.800E-12 1.940E-01 2.375E-03 1.940E-01 1.800E-12 
 1.500E+03 3.000E-12 2.900E-04 1.100E-12 1.980E-01 2.448E-03 1.980E-01 1.100E-12 
 2.000E+03 1.700E-12 2.200E-04 7.500E-13 2.010E-01 2.491E-03 2.010E-01 7.500E-13 
 3.000E+03 7.500E-13 1.500E-04 5.000E-13 2.050E-01 2.538E-03 2.050E-01 5.000E-13 
 4.000E+03 4.200E-13 1.150E-04 3.500E-13 2.080E-01 2.565E-03 2.080E-01 3.500E-13 
 5.000E+03 2.700E-13 9.500E-05 2.800E-13 2.100E-01 2.582E-03 2.100E-01 2.800E-13 
 6.000E+03 1.900E-13 8.000E-05 2.200E-13 2.120E-01 2.594E-03 2.120E-01 2.200E-13 
 8.000E+03 1.050E-13 6.200E-05 1.500E-13 2.140E-01 2.609E-03 2.140E-01 1.500E-13 
 1.000E+04 6.700E-14 5.000E-05 1.200E-13 2.150E-01 2.620E-03 2.150E-01 1.200E-13 
 1.500E+04 3.000E-14 3.500E-05 7.500E-14 2.170E-01 2.634E-03 2.170E-01 7.500E-14 
 2.000E+04 1.700E-14 2.700E-05 5.500E-14 2.180E-01 2.643E-03 2.180E-01 5.500E-14 
 3.000E+04 7.500E-15 1.850E-05 3.500E-14 2.190E-01 2.652E-03 2.190E-01 3.500E-14 
 4.000E+04 4.200E-15 1.420E-05 2.500E-14 2.200E-01 2.656E-03 2.200E-01 2.500E-14 
 5.000E+04 2.700E-15 1.150E-05 2.000E-14 2.210E-01 2.658E-03 2.210E-01 2.000E-14 
 6.000E+04 1.900E-15 9.800E-06 1.500E-14 2.210E-01 2.660E-03 2.210E-01 1.500E-14 
 8.000E+04 1.050E-15 7.500E-06 1.100E-14 2.220E-01 2.663E-03 2.220E-01 1.100E-14 
 1.000E+05 6.700E-16 6.100E-06 8.500E-15 2.220E-01 2.665E-03 2.220E-01 8.500E-15
